,id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label,car_maker,Color Dutch,Color English,class,average price,car_make,country,class_rank
3715,4663,3 (2K-5K),mercedes-benz,2005,347123,123.0,sedan,zwart,diesel,Automaat,4.0,4.0,2148.0,1435.0,11.9,203.0,5.0,84.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mercedes-benz,zwart,Black,3 (2K-5K),2500.0,mercedes-benz,Germany,3
3716,4664,1 (< 1K),seat,2000,210358,,hatchback,groen,benzine,Handgeschakeld,2.0,4.0,1390.0,1415.0,,,5.0,1.0,Euro2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,seat,groen,Green,1 (< 1K),500.0,seat,Spain,1
3717,4666,5 (10K-15K),ford,2014,130311,126.0,hatchback,zwart,benzine,Handgeschakeld,5.0,3.0,998.0,1179.0,11.0,193.0,5.0,18.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,zwart,Black,,,ford,United States,5
3718,4667,2 (1K-2K),opel,1999,91000,65.0,hatchback,blauw,benzine,Handgeschakeld,3.0,4.0,1199.0,850.0,14.0,163.0,5.0,55.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,blauw,Blue,2 (1K-2K),1500.0,opel,Germany,2
3719,4668,2 (1K-2K),peugeot,2001,178211,75.0,hatchback,blauw,benzine,Handgeschakeld,3.0,4.0,1360.0,925.0,12.2,170.0,5.0,53.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,blauw,Blue,2 (1K-2K),1500.0,peugeot,France,2
3720,4669,2 (1K-2K),suzuki,2000,131509,54.0,hatchback,oranje,benzine,Handgeschakeld,3.0,4.0,993.0,705.0,,,5.0,38.0,Euro2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,suzuki,,,2 (1K-2K),1500.0,suzuki,Japan,2
3721,4670,3 (2K-5K),fiat,2005,159006,60.0,hatchback,blauw,benzine,Handgeschakeld,5.0,4.0,1242.0,835.0,14.0,155.0,4.0,42.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,blauw,Blue,3 (2K-5K),2500.0,fiat,Italy,3
3722,4671,6 (> 15K),toyota,2012,133971,158.0,,bruin,benzine,Handgeschakeld,5.0,4.0,1987.0,,,185.0,5.0,1.0,,0,1,0,0,0,0,0,0,1,1,0,0,0,1,toyota,bruin,Brown,6 (> 15K),,toyota,Japan,6
3723,4672,3 (2K-5K),alfa,2001,217151,155.0,coupe,grijs,benzine,Handgeschakeld,2.0,4.0,1970.0,1345.0,8.4,216.0,4.0,1.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alfa,grijs,Gray,3 (2K-5K),2500.0,alfa,Italy,3
3724,4673,2 (1K-2K),citroen,2001,159943,116.0,stationwagon,groen,benzine,Handgeschakeld,5.0,4.0,1749.0,1346.0,11.5,193.0,5.0,91.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,citroen,groen,Green,2 (1K-2K),1500.0,citroen,France,2
3725,4674,6 (> 15K),suzuki,2014,57732,120.0,,grijs,benzine,Handgeschakeld,,4.0,1586.0,1145.0,12.0,175.0,5.0,39.0,Euro6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,suzuki,grijs,Gray,6 (> 15K),,suzuki,Japan,6
3726,4675,1 (< 1K),nissan,2003,248242,126.0,stationwagon,rood,diesel,Handgeschakeld,4.0,4.0,2184.0,,,,,1.0,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,nissan,rood,Red,1 (< 1K),500.0,nissan,Japan,1
3727,4676,6 (> 15K),opel,2013,46060,170.0,cabriolet,zwart,benzine,Automaat,2.0,4.0,1598.0,1633.0,10.0,217.0,4.0,72.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,zwart,Black,6 (> 15K),,opel,Germany,6
3728,4677,3 (2K-5K),ford,2005,173593,101.0,mpv,grijs,benzine,Automaat,5.0,4.0,1596.0,1055.0,13.0,176.0,5.0,88.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,grijs,Gray,3 (2K-5K),2500.0,ford,United States,3
3729,4678,5 (10K-15K),citroën,2010,91194,120.0,mpv,paars,benzine,Handgeschakeld,5.0,4.0,1598.0,1433.0,,,,1.0,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,citroen,paars,Violet,,,citroen,France,5
3730,4679,4 (5K-10K),skoda,2011,128279,105.0,stationwagon,grijs,diesel,Handgeschakeld,5.0,4.0,1598.0,1275.0,11.4,191.0,5.0,13.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,grijs,Gray,4 (5K-10K),7500.0,skoda,Czech Republic,4
3731,4682,2 (1K-2K),volvo,2001,348495,200.0,stationwagon,blauw,benzine,Automaat,5.0,5.0,2435.0,1657.0,9.0,200.0,5.0,177.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,blauw,Blue,2 (1K-2K),1500.0,volvo,South Korea,2
3732,4683,4 (5K-10K),toyota,2008,219292,136.0,,grijs,diesel,Handgeschakeld,,4.0,2231.0,1565.0,10.5,180.0,5.0,79.0,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,toyota,grijs,Gray,4 (5K-10K),7500.0,toyota,Japan,4
3733,4684,5 (10K-15K),volvo,2011,220480,165.0,stationwagon,zwart,diesel,Handgeschakeld,5.0,5.0,1984.0,1502.0,9.0,220.0,5.0,48.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,,,volvo,South Korea,5
3734,4685,4 (5K-10K),seat,2010,118090,105.0,stationwagon,zwart,benzine,Handgeschakeld,5.0,4.0,1197.0,1295.0,12.0,184.0,5.0,36.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,zwart,Black,4 (5K-10K),7500.0,seat,Spain,4
3735,4687,4 (5K-10K),volkswagen,2010,132311,76.0,hatchback,grijs,benzine,Handgeschakeld,5.0,3.0,1198.0,967.0,14.1,180.0,,32.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,volkswagen,grijs,Gray,4 (5K-10K),7500.0,volkswagen,Germany,4
3736,4688,4 (5K-10K),renault,2007,94261,111.0,mpv,zwart,benzine,Handgeschakeld,5.0,4.0,1598.0,1145.0,10.0,188.0,5.0,67.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,zwart,Black,4 (5K-10K),7500.0,renault,France,4
3737,4689,3 (2K-5K),mercedes-benz,1999,208117,136.0,cabriolet,grijs,benzine,Handgeschakeld,2.0,4.0,1998.0,,,204.0,4.0,1.0,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,mercedes-benz,grijs,Gray,3 (2K-5K),2500.0,mercedes-benz,Germany,3
3738,4690,4 (5K-10K),peugeot,2011,117944,92.0,hatchback,grijs,diesel,Handgeschakeld,5.0,4.0,1560.0,1178.0,11.7,185.0,5.0,265.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France,4
3739,4691,3 (2K-5K),volkswagen,2001,211370,103.0,sedan,grijs,benzine,Handgeschakeld,4.0,4.0,1598.0,1190.0,11.0,192.0,5.0,72.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany,3
3740,4692,5 (10K-15K),mini,2011,122266,122.0,,blauw,benzine,Handgeschakeld,5.0,4.0,1598.0,1240.0,11.0,190.0,5.0,44.0,Euro5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,mini,blauw,Blue,,,mini,United Kingdom,5
3741,4693,2 (1K-2K),daewoo,2004,141554,95.0,hatchback,blauw,benzine,Handgeschakeld,4.0,4.0,1399.0,1145.0,11.6,175.0,5.0,75.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,daewoo,blauw,Blue,2 (1K-2K),1500.0,daewoo,South Korea,2
3742,4695,6 (> 15K),chevrolet,2004,119000,,,bruin,lpg g3,Automaat,,8.0,5300.0,,,,,1.0,,1,1,0,0,0,1,0,0,1,1,1,1,0,1,chevrolet,bruin,Brown,6 (> 15K),,chevrolet,United States,6
3743,4698,2 (1K-2K),volkswagen,2000,249586,75.0,stationwagon,grijs,benzine,Handgeschakeld,5.0,4.0,1390.0,1141.0,15.0,171.0,5.0,62.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,2 (1K-2K),1500.0,volkswagen,Germany,2
3744,4699,6 (> 15K),volkswagen,2013,53942,177.0,mpv,grijs,diesel,Automaat,5.0,4.0,1968.0,1578.0,8.5,200.0,5.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswagen,grijs,Gray,6 (> 15K),,volkswagen,Germany,6
3745,4701,2 (1K-2K),peugeot,2000,206623,89.0,cabriolet,zilver,benzine,Handgeschakeld,2.0,4.0,1587.0,1185.0,15.0,175.0,4.0,85.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,zilver,Silver,2 (1K-2K),1500.0,peugeot,France,2
3746,4702,2 (1K-2K),renault,2007,340486,112.0,mpv,blauw,benzine,Handgeschakeld,5.0,4.0,1598.0,1350.0,11.8,180.0,5.0,86.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,blauw,Blue,2 (1K-2K),1500.0,renault,France,2
3747,4703,6 (> 15K),porsche,1998,162235,300.0,coupe,blauw,benzine,Automaat,3.0,6.0,3387.0,1395.0,,,,1.0,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,porsche,blauw,Blue,6 (> 15K),,porsche,Germany,6
3748,4704,3 (2K-5K),volkswagen,1999,129567,75.0,cabriolet,blauw,benzine,Handgeschakeld,2.0,4.0,1781.0,1130.0,15.5,163.0,4.0,89.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,blauw,Blue,3 (2K-5K),2500.0,volkswagen,Germany,3
3749,4705,3 (2K-5K),suzuki,2011,106609,68.0,hatchback,zwart,benzine,Handgeschakeld,5.0,3.0,996.0,830.0,14.0,155.0,5.0,7.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suzuki,zwart,Black,3 (2K-5K),2500.0,suzuki,Japan,3
3750,4707,2 (1K-2K),volkswagen,1999,197671,101.0,sedan,grijs,benzine,Handgeschakeld,4.0,4.0,1595.0,1137.0,11.7,188.0,5.0,91.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,2 (1K-2K),1500.0,volkswagen,Germany,2
3751,4708,5 (10K-15K),audi,2012,98056,122.0,hatchback,rood,benzine,Handgeschakeld,3.0,4.0,1390.0,1075.0,9.0,203.0,4.0,28.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,audi,rood,Red,,,audi,Germany,5
3752,4709,6 (> 15K),bentley,2002,32235,407.0,sedan,zwart,benzine,Automaat,4.0,8.0,6750.0,2520.0,6.0,255.0,4.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bentley,zwart,Black,6 (> 15K),,bentley,United Kingdom,6
3753,4710,4 (5K-10K),peugeot,2009,114295,75.0,hatchback,grijs,benzine,Handgeschakeld,5.0,4.0,1360.0,925.0,,,,1.0,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France,4
3754,4711,3 (2K-5K),mazda,2005,173995,101.0,mpv,zwart,benzine,Handgeschakeld,5.0,4.0,1840.0,1250.0,11.9,175.0,5.0,97.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mazda,zwart,Black,3 (2K-5K),2500.0,mazda,Japan,3
3755,4712,2 (1K-2K),renault,2001,249906,95.0,hatchback,rood,benzine,Handgeschakeld,3.0,4.0,1390.0,955.0,11.0,185.0,5.0,64.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,rood,Red,2 (1K-2K),1500.0,renault,France,2
3756,4713,3 (2K-5K),mercedes-benz,2002,270234,143.0,sedan,grijs,diesel,Automaat,4.0,4.0,2148.0,1420.0,10.5,215.0,5.0,81.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mercedes-benz,grijs,Gray,3 (2K-5K),2500.0,mercedes-benz,Germany,3
3757,4714,5 (10K-15K),ford,2010,113467,146.0,mpv,grijs,benzine,Handgeschakeld,5.0,4.0,1999.0,1505.0,9.9,201.0,5.0,98.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ford,grijs,Gray,,,ford,United States,5
3758,4715,2 (1K-2K),peugeot,2005,185339,108.0,stationwagon,grijs,benzine,Handgeschakeld,5.0,4.0,1587.0,1315.0,,,,82.0,Euro4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,peugeot,grijs,Gray,2 (1K-2K),1500.0,peugeot,France,2
3759,4716,5 (10K-15K),mercedes-benz,1997,32905,170.0,sedan,groen,benzine,Automaat,4.0,6.0,2397.0,1420.0,1.0,,,1.0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,mercedes-benz,groen,Green,,,mercedes-benz,Germany,5
3760,4717,6 (> 15K),bmw,2006,160595,306.0,coupe,zwart,benzine,Automaat,2.0,6.0,2979.0,1515.0,5.7,250.0,4.0,132.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,zwart,Black,6 (> 15K),,bmw,Germany,6
3761,4718,3 (2K-5K),ford,2008,105542,80.0,hatchback,grijs,benzine,5 versnellingen,4.0,4.0,1388.0,1001.0,,,5.0,1.0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,ford,grijs,Gray,3 (2K-5K),2500.0,ford,United States,3
3762,4719,3 (2K-5K),peugeot,2010,183021,109.0,mpv,beige,diesel,Handgeschakeld,5.0,4.0,1560.0,1477.0,14.1,185.0,5.0,44.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,beige,Beige,3 (2K-5K),2500.0,peugeot,France,3
3763,4721,4 (5K-10K),skoda,2012,93208,86.0,hatchback,zwart,benzine,Handgeschakeld,5.0,4.0,1197.0,1016.0,99.9,177.0,5.0,23.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,zwart,Black,4 (5K-10K),7500.0,skoda,Czech Republic,4
3764,4722,3 (2K-5K),seat,2004,185147,105.0,hatchback,grijs,benzine,Handgeschakeld,5.0,4.0,1597.0,1172.0,11.0,192.0,5.0,72.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,grijs,Gray,3 (2K-5K),2500.0,seat,Spain,3
3765,4724,3 (2K-5K),citroen,2012,17294,68.0,hatchback,blauw,benzine,Handgeschakeld,3.0,3.0,998.0,800.0,13.7,157.0,4.0,266.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,citroen,blauw,Blue,3 (2K-5K),2500.0,citroen,France,3
3766,4725,6 (> 15K),volvo,2013,134701,136.0,terreinwagen,grijs,diesel,Handgeschakeld,5.0,5.0,1984.0,1616.0,,,5.0,43.0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,volvo,grijs,Gray,6 (> 15K),,volvo,South Korea,6
3767,4726,3 (2K-5K),volkswagen,2004,148801,54.0,hatchback,zwart,benzine,Handgeschakeld,3.0,3.0,1198.0,970.0,17.0,,5.0,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,volkswagen,zwart,Black,3 (2K-5K),2500.0,volkswagen,Germany,3
3768,4727,1 (< 1K),volvo,2001,258395,170.0,sedan,grijs,benzine,Automaat,4.0,5.0,2435.0,1503.0,9.9,210.0,5.0,128.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,grijs,Gray,1 (< 1K),500.0,volvo,South Korea,1
3769,4728,2 (1K-2K),renault,2004,203999,164.0,hatchback,zwart,benzine,Automaat,4.0,4.0,1998.0,1635.0,99.9,,5.0,151.0,Euro3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,renault,zwart,Black,2 (1K-2K),1500.0,renault,France,2
3770,4729,3 (2K-5K),volkswagen,2005,320897,131.0,mpv,blauw,diesel,Handgeschakeld,4.0,4.0,1896.0,1624.0,,,7.0,1.0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,volkswagen,blauw,Blue,3 (2K-5K),2500.0,volkswagen,Germany,3
3771,4730,1 (< 1K),renault,1999,200755,95.0,hatchback,grijs,benzine,Handgeschakeld,4.0,4.0,1390.0,1055.0,11.8,184.0,5.0,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,renault,grijs,Gray,1 (< 1K),500.0,renault,France,1
3772,4731,5 (10K-15K),peugeot,2014,94077,120.0,stationwagon,grijs,diesel,Handgeschakeld,5.0,4.0,1560.0,1275.0,10.0,194.0,5.0,252.0,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,,,peugeot,France,5
3773,4732,3 (2K-5K),renault,2006,198261,111.0,mpv,grijs,benzine,Handgeschakeld,5.0,4.0,1598.0,1295.0,13.0,185.0,5.0,77.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,grijs,Gray,3 (2K-5K),2500.0,renault,France,3
3774,4733,5 (10K-15K),peugeot,2013,107559,82.0,,grijs,benzine,Handgeschakeld,,3.0,1199.0,1020.0,12.2,175.0,5.0,18.0,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,,,peugeot,France,5
3775,4734,4 (5K-10K),toth-twa,1997,33512,,,paars,benzine,Continu variabele transmissie,,4.0,,550.0,,,,1.0,,1,1,0,0,0,1,0,1,0,1,1,1,0,1,,paars,Violet,4 (5K-10K),7500.0,,,4
3776,4735,4 (5K-10K),fiat,2012,70053,69.0,mpv,zwart,benzine,Handgeschakeld,2.0,4.0,1242.0,,,155.0,5.0,1.0,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,fiat,zwart,Black,4 (5K-10K),7500.0,fiat,Italy,4
3777,4736,3 (2K-5K),opel,2008,95862,65.0,mpv,zwart,benzine,Handgeschakeld,5.0,3.0,996.0,950.0,14.7,160.0,5.0,24.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,zwart,Black,3 (2K-5K),2500.0,opel,Germany,3
3778,4737,3 (2K-5K),hyundai,2002,184678,104.0,mpv,blauw,benzine,Handgeschakeld,5.0,4.0,1599.0,1223.0,12.7,170.0,5.0,95.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hyundai,blauw,Blue,3 (2K-5K),2500.0,hyundai,South Korea,3
3779,4739,2 (1K-2K),bmw,1998,510352,194.0,sedan,groen,lpg g3,Automaat,4.0,,2793.0,1705.0,96.0,,5.0,174.0,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,bmw,groen,Green,2 (1K-2K),1500.0,bmw,Germany,2
3780,4740,3 (2K-5K),honda,1998,221952,133.0,coupe,grijs,benzine,Automaat,2.0,4.0,1997.0,1220.0,10.8,201.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,honda,grijs,Gray,3 (2K-5K),2500.0,honda,Japan,3
3781,4742,5 (10K-15K),bmw,2012,190356,116.0,hatchback,zwart,diesel,Automaat,4.0,4.0,1995.0,1320.0,10.3,200.0,5.0,19.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,zwart,Black,,,bmw,Germany,5
3782,4743,4 (5K-10K),mercedes-benz,2000,306000,367.0,coupe,zwart,benzine,Automaat,2.0,1.0,5786.0,1880.0,6.1,250.0,4.0,212.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mercedes-benz,zwart,Black,4 (5K-10K),7500.0,mercedes-benz,Germany,4
3783,4744,1 (< 1K),renault,2003,300128,120.0,mpv,blauw,diesel,Handgeschakeld,4.0,4.0,1870.0,1405.0,,,5.0,1.0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,renault,blauw,Blue,1 (< 1K),500.0,renault,France,1
3784,4745,3 (2K-5K),peugeot,2013,115915,68.0,hatchback,wit,benzine,Handgeschakeld,5.0,3.0,998.0,780.0,13.7,157.0,4.0,266.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,wit,White,3 (2K-5K),2500.0,peugeot,France,3
3785,4746,2 (1K-2K),toyota,2002,306008,75.0,hatchback,grijs,diesel,Handgeschakeld,3.0,4.0,1363.0,920.0,13.0,170.0,5.0,21.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota,grijs,Gray,2 (1K-2K),1500.0,toyota,Japan,2
3786,4747,3 (2K-5K),kia,2009,219518,90.0,stationwagon,zwart,diesel,Handgeschakeld,5.0,4.0,1582.0,1319.0,14.0,172.0,5.0,23.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kia,zwart,Black,3 (2K-5K),2500.0,kia,South Korea,3
3787,4748,4 (5K-10K),seat,2013,53070,60.0,hatchback,zwart,benzine,Handgeschakeld,5.0,3.0,2000.0,1010.0,17.0,155.0,5.0,32.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,zwart,Black,4 (5K-10K),7500.0,seat,Spain,4
3788,4749,4 (5K-10K),jaguar,1997,260298,320.0,sedan,groen,benzine,Automaat,4.0,6.0,3980.0,1800.0,7.0,250.0,5.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jaguar,groen,Green,4 (5K-10K),7500.0,jaguar,United Kingdom,4
3789,4751,2 (1K-2K),hyundai,2000,90812,54.0,hatchback,geel,benzine,Handgeschakeld,5.0,4.0,999.0,822.0,15.1,142.0,4.0,55.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hyundai,geel,Yellow,2 (1K-2K),1500.0,hyundai,South Korea,2
3790,4752,5 (10K-15K),mercedes-benz,2007,322034,170.0,sedan,zwart,diesel,Automaat,4.0,4.0,2148.0,1505.0,8.4,227.0,5.0,87.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mercedes-benz,zwart,Black,,,mercedes-benz,Germany,5
3791,4754,3 (2K-5K),seat,2011,225730,75.0,stationwagon,zwart,diesel,Handgeschakeld,5.0,3.0,1199.0,1105.0,14.6,173.0,5.0,256.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,zwart,Black,3 (2K-5K),2500.0,seat,Spain,3
3792,4755,2 (1K-2K),mazda,2003,185231,101.0,mpv,blauw,benzine,Handgeschakeld,5.0,4.0,1840.0,1250.0,11.9,175.0,5.0,97.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mazda,blauw,Blue,2 (1K-2K),1500.0,mazda,Japan,2
3793,4758,3 (2K-5K),ford,2009,168159,69.0,hatchback,groen,benzine,Handgeschakeld,2.0,4.0,1242.0,840.0,13.1,159.0,4.0,23.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ford,groen,Green,3 (2K-5K),2500.0,ford,United States,3
3794,4759,6 (> 15K),subaru,2015,37348,114.0,,wit,benzine,Automaat,,4.0,1600.0,1360.0,14.0,175.0,5.0,50.0,Euro6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,subaru,wit,White,6 (> 15K),,subaru,Japan,6
3795,4761,5 (10K-15K),suzuki,2012,83564,,,rood,benzine,Handgeschakeld,3.0,,,,,,,1.0,,1,1,0,0,0,0,1,1,1,1,1,1,0,1,suzuki,rood,Red,,,suzuki,Japan,5
3796,4762,2 (1K-2K),saab,1999,384208,116.0,hatchback,zwart,diesel,Handgeschakeld,5.0,4.0,2171.0,1365.0,10.9,200.0,5.0,68.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,saab,zwart,Black,2 (1K-2K),1500.0,saab,Sweden,2
3797,4763,1 (< 1K),volkswagen,1996,150140,64.0,stationwagon,blauw,diesel,,,,,,,,,1.0,,0,0,0,0,1,1,1,1,1,1,1,1,0,1,volkswagen,blauw,Blue,1 (< 1K),500.0,volkswagen,Germany,1
3798,4764,1 (< 1K),renault,2002,139600,108.0,cabriolet,blauw,benzine,Handgeschakeld,2.0,4.0,1598.0,1100.0,99.9,,4.0,69.0,Euro3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,renault,blauw,Blue,1 (< 1K),500.0,renault,France,1
3799,4765,3 (2K-5K),citroen,2005,189341,60.0,hatchback,grijs,benzine,Handgeschakeld,2.0,4.0,1124.0,,,158.0,4.0,1.0,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,citroen,grijs,Gray,3 (2K-5K),2500.0,citroen,France,3
3800,4766,4 (5K-10K),škoda,2011,178100,105.0,stationwagon,grijs,diesel,Handgeschakeld,5.0,4.0,1598.0,1275.0,11.4,191.0,5.0,13.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,grijs,Gray,4 (5K-10K),7500.0,skoda,Czech Republic,4
3801,4767,2 (1K-2K),audi,2003,246375,180.0,sedan,paars,diesel,Automaat,4.0,6.0,2496.0,1640.0,8.9,223.0,5.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audi,paars,Violet,2 (1K-2K),1500.0,audi,Germany,2
3802,4769,1 (< 1K),opel,2000,292710,125.0,stationwagon,blauw,benzine,Handgeschakeld,5.0,4.0,1796.0,1290.0,12.0,195.0,5.0,96.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,blauw,Blue,1 (< 1K),500.0,opel,Germany,1
3803,4770,3 (2K-5K),volkswagen,2006,117246,54.0,hatchback,zwart,benzine,5 versnellingen,3.0,,1198.0,973.0,17.5,,5.0,1.0,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,volkswagen,zwart,Black,3 (2K-5K),2500.0,volkswagen,Germany,3
3804,4771,4 (5K-10K),škoda,2010,180754,122.0,,bruin,benzine,Handgeschakeld,,4.0,1390.0,1275.0,11.0,185.0,5.0,63.0,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,skoda,bruin,Brown,4 (5K-10K),7500.0,skoda,Czech Republic,4
3805,4772,2 (1K-2K),smart,2001,121298,45.0,hatchback,zwart,benzine,Handgeschakeld,2.0,3.0,599.0,980.0,99.9,,2.0,1.0,Euro3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,smart,zwart,Black,2 (1K-2K),1500.0,smart,Germany,2
3806,4773,3 (2K-5K),daihatsu,2008,200345,,hatchback,wit,benzine,Handgeschakeld,4.0,3.0,998.0,,,,5.0,1.0,,1,0,0,0,0,0,0,0,1,1,1,0,0,1,daihatsu,wit,White,3 (2K-5K),2500.0,daihatsu,Japan,3
3807,4774,6 (> 15K),ferrari,2006,29150,620.0,coupe,zwart,benzine,Automaat,2.0,1.0,5999.0,1680.0,4.0,330.0,2.0,244.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ferrari,zwart,Black,6 (> 15K),,ferrari,Italy,6
3808,4775,2 (1K-2K),opel,2000,245368,75.0,sedan,beige,benzine,Handgeschakeld,4.0,4.0,1598.0,1055.0,14.5,170.0,,84.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,opel,beige,Beige,2 (1K-2K),1500.0,opel,Germany,2
