,id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label,car_maker,Color Dutch,Color English,class,average price,car_make,country
456,578,3 (2K-5K),ford,2007,115080,60,hatchback,zwart,benzine,Handgeschakeld,3,4,1299,862,15.0,154,4,58,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,zwart,Black,3 (2K-5K),2500.0,ford,United States
457,579,2 (1K-2K),renault,2002,119989,107,mpv,grijs,benzine,Automaat,5,4,1598,1255,13.8,180,5,99,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,grijs,Gray,2 (1K-2K),1500.0,renault,France
458,580,3 (2K-5K),nissan,2010,157803,68,hatchback,grijs,benzine,Handgeschakeld,4,3,996,830,14.0,155,4,7,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nissan,grijs,Gray,3 (2K-5K),2500.0,nissan,Japan
459,581,3 (2K-5K),renault,2004,172396,113,stationwagon,beige,benzine,Handgeschakeld,5,4,1598,1190,11.3,190,5,70,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,beige,Beige,3 (2K-5K),2500.0,renault,France
460,583,3 (2K-5K),ford,2006,162307,79,mpv,grijs,benzine,Handgeschakeld,5,4,1388,1034,14.0,163,5,59,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,grijs,Gray,3 (2K-5K),2500.0,ford,United States
461,584,3 (2K-5K),volvo,2001,318079,200,stationwagon,blauw,benzine,Automaat,5,5,2435,1641,9.0,210,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volvo,blauw,Blue,3 (2K-5K),2500.0,volvo,South Korea
462,585,3 (2K-5K),nissan,2005,161672,116,sedan,grijs,benzine,Handgeschakeld,4,4,1769,1162,99.9,,5,87,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,nissan,grijs,Gray,3 (2K-5K),2500.0,nissan,Japan
463,586,2 (1K-2K),volkswagen,2000,230467,90,cabriolet,blauw,benzine,Handgeschakeld,2,,1781,1115,13.1,175,4,96,Euro2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,volkswagen,blauw,Blue,2 (1K-2K),1500.0,volkswagen,Germany
464,587,3 (2K-5K),volkswagen,2001,253253,170,sedan,grijs,benzine,Handgeschakeld,4,5,2324,1393,89.0,,5,125,Euro4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany
465,588,3 (2K-5K),toyota,2002,167324,86,stationwagon,zwart,benzine,Handgeschakeld,5,4,1299,975,99.9,165,5,59,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota,zwart,Black,3 (2K-5K),2500.0,toyota,Japan
466,589,2 (1K-2K),seat,2002,292094,125,hatchback,grijs,benzine,Automaat,4,,1781,1234,12.7,197,5,118,Euro3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,seat,grijs,Gray,2 (1K-2K),1500.0,seat,Spain
467,590,2 (1K-2K),renault,2003,301387,150,mpv,grijs,diesel,Handgeschakeld,4,4,2188,,99.9,,5,1,Euro3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,renault,grijs,Gray,2 (1K-2K),1500.0,renault,France
468,591,1 (< 1K),volvo,2001,435906,136,sedan,blauw,lpg,Automaat,4,4,1948,1326,10.7,200,5,120,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,blauw,Blue,1 (< 1K),500.0,volvo,South Korea
469,592,3 (2K-5K),fiat,2002,163456,103,hatchback,blauw,benzine,Handgeschakeld,5,4,1596,1225,,,5,83,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,fiat,blauw,Blue,3 (2K-5K),2500.0,fiat,Italy
470,593,3 (2K-5K),renault,2005,261730,120,cabriolet,beige,diesel,Handgeschakeld,2,4,1870,1400,10.9,200,4,50,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,beige,Beige,3 (2K-5K),2500.0,renault,France
471,596,3 (2K-5K),seat,2006,226519,105,mpv,zwart,diesel,Handgeschakeld,4,4,1896,,,183,5,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,seat,zwart,Black,3 (2K-5K),2500.0,seat,Spain
472,597,3 (2K-5K),mercedes-benz,2011,259735,,sedan,grijs,benzine,Handgeschakeld,4,,,1259,82.0,,5,1,,1,0,0,0,0,0,1,1,0,0,1,0,0,1,mercedes-benz,grijs,Gray,3 (2K-5K),2500.0,mercedes-benz,Germany
473,598,2 (1K-2K),fiat,2001,74808,,hatchback,blauw,benzine,Handgeschakeld,2,4,1108,,,,5,1,,1,0,0,0,0,0,0,0,1,1,1,0,0,1,fiat,blauw,Blue,2 (1K-2K),1500.0,fiat,Italy
474,600,2 (1K-2K),peugeot,2004,202077,59,hatchback,grijs,benzine,Handgeschakeld,3,4,1124,885,,,,52,Euro3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,peugeot,grijs,Gray,2 (1K-2K),1500.0,peugeot,France
475,601,6 (> 15K),toyota,2013,23562,99,hatchback,zilver,,Automaat,5,4,1798,1400,11.0,180,5,243,Euro5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,toyota,zilver,Silver,6 (> 15K),,toyota,Japan
476,602,1 (< 1K),citroen,2001,251127,94,mpv,grijs,benzine,Handgeschakeld,5,4,1587,1215,15.0,171,5,82,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,citroen,grijs,Gray,1 (< 1K),500.0,citroen,France
477,605,2 (1K-2K),peugeot,2000,286534,75,hatchback,blauw,benzine,Handgeschakeld,5,4,1360,925,12.0,170,5,66,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,blauw,Blue,2 (1K-2K),1500.0,peugeot,France
478,606,4 (5K-10K),mercedes-benz,2001,160254,163,stationwagon,beige,benzine,Automaat,5,4,1998,1440,,,,1,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,mercedes-benz,beige,Beige,4 (5K-10K),7500.0,mercedes-benz,Germany
479,608,1 (< 1K),ford,1999,185809,60,hatchback,groen,benzine,Handgeschakeld,3,4,1299,923,16.0,155,5,70,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,groen,Green,1 (< 1K),500.0,ford,United States
480,609,3 (2K-5K),rover,2002,346599,116,stationwagon,grijs,diesel,,,,,,,,,1,,0,0,0,0,1,1,1,1,1,1,1,1,0,1,rover,grijs,Gray,3 (2K-5K),2500.0,rover,United Kingdom
481,610,1 (< 1K),peugeot,2000,206987,89,hatchback,grijs,benzine,Handgeschakeld,5,4,1587,1065,13.8,178,5,81,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,1 (< 1K),500.0,peugeot,France
482,611,6 (> 15K),renault,2014,87808,116,,grijs,diesel,Handgeschakeld,,4,1995,1723,,160,,79,,0,1,0,0,0,1,0,0,0,1,0,1,0,1,renault,grijs,Gray,6 (> 15K),,renault,France
483,612,5 (10K-15K),fiat,2014,1700,82,hatchback,blauw,benzine,Automaat,3,2,875,915,11.0,173,4,255,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,blauw,Blue,,,fiat,Italy
484,614,2 (1K-2K),ford,2001,166044,60,hatchback,blauw,benzine,Handgeschakeld,3,4,1299,906,16.4,153,5,75,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,blauw,Blue,2 (1K-2K),1500.0,ford,United States
485,615,5 (10K-15K),kia,2015,50046,86,hatchback,wit,benzine,Handgeschakeld,5,4,1248,1027,13.0,168,5,9,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kia,wit,White,,,kia,South Korea
486,616,3 (2K-5K),toyota,2011,67048,68,hatchback,zwart,benzine,Handgeschakeld,4,3,998,805,99.9,157,4,9,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota,zwart,Black,3 (2K-5K),2500.0,toyota,Japan
487,617,1 (< 1K),peugeot,1998,160799,110,sedan,wit,,Handgeschakeld,4,4,1761,1250,,,5,1,,0,0,0,1,0,0,0,0,0,1,1,0,0,1,peugeot,wit,White,1 (< 1K),500.0,peugeot,France
488,618,2 (1K-2K),opel,2000,170167,101,hatchback,zwart,benzine,Handgeschakeld,2,4,1598,1063,11.5,188,5,82,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,zwart,Black,2 (1K-2K),1500.0,opel,Germany
489,619,3 (2K-5K),volkswagen,2006,170145,54,hatchback,groen,benzine,Handgeschakeld,3,3,1198,989,17.5,152,5,46,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,groen,Green,3 (2K-5K),2500.0,volkswagen,Germany
490,621,6 (> 15K),jeep,2014,55392,140,stationwagon,zwart,diesel,Handgeschakeld,5,4,1956,1728,10.9,187,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jeep,zwart,Black,6 (> 15K),,jeep,United States
491,622,4 (5K-10K),audi,2006,299000,233,cabriolet,blauw,diesel,Automaat,2,6,2967,1790,7.8,242,4,129,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,audi,blauw,Blue,4 (5K-10K),7500.0,audi,Germany
492,623,4 (5K-10K),ford,2012,186652,116,stationwagon,zwart,diesel,Handgeschakeld,4,4,1560,1405,12.1,185,5,18,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,zwart,Black,4 (5K-10K),7500.0,ford,United States
493,624,2 (1K-2K),opel,2000,240669,75,hatchback,groen,benzine,Handgeschakeld,2,4,1199,910,,,5,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,opel,groen,Green,2 (1K-2K),1500.0,opel,Germany
494,625,2 (1K-2K),renault,2004,260279,113,mpv,zwart,benzine,Handgeschakeld,4,,1598,1295,99.9,185,5,76,Euro3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,renault,zwart,Black,2 (1K-2K),1500.0,renault,France
495,627,6 (> 15K),volkswagen,2014,107950,184,hatchback,zwart,diesel,,,,,,,,,1,,0,0,0,0,1,1,1,1,1,1,1,1,0,1,volkswagen,zwart,Black,6 (> 15K),,volkswagen,Germany
496,628,4 (5K-10K),fiat,2015,57012,60,hatchback,zwart,benzine,Handgeschakeld,3,2,964,840,15.0,159,4,255,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,zwart,Black,4 (5K-10K),7500.0,fiat,Italy
497,631,2 (1K-2K),peugeot,2002,205981,75,hatchback,blauw,benzine,Handgeschakeld,4,4,1360,925,12.2,170,5,55,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,blauw,Blue,2 (1K-2K),1500.0,peugeot,France
498,632,3 (2K-5K),renault,1996,148000,137,hatchback,rood,benzine,Handgeschakeld,5,4,2165,1409,,,,1,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,renault,rood,Red,3 (2K-5K),2500.0,renault,France
499,633,4 (5K-10K),opel,2010,78738,101,mpv,bruin,diesel,Automaat,4,4,1686,1403,13.9,172,5,72,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,bruin,Brown,4 (5K-10K),7500.0,opel,Germany
500,635,3 (2K-5K),mercedes-benz,2005,278189,116,mpv,grijs,benzine,Handgeschakeld,5,4,1699,1140,10.9,188,5,61,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mercedes-benz,grijs,Gray,3 (2K-5K),2500.0,mercedes-benz,Germany
501,636,4 (5K-10K),volkswagen,2015,68300,60,hatchback,zwart,benzine,Handgeschakeld,5,3,999,840,14.0,161,4,262,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,4 (5K-10K),7500.0,volkswagen,Germany
502,637,4 (5K-10K),peugeot,2009,108951,95,hatchback,grijs,benzine,Handgeschakeld,5,4,1397,1145,11.5,185,5,44,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France
503,638,4 (5K-10K),volvo,2006,265826,185,,blauw,diesel,Automaat,,5,2401,1694,10.0,205,5,128,Euro4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,volvo,blauw,Blue,4 (5K-10K),7500.0,volvo,South Korea
504,639,3 (2K-5K),renault,2008,94830,59,hatchback,grijs,benzine,Handgeschakeld,2,,1149,900,99.9,150,4,34,Euro4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,renault,grijs,Gray,3 (2K-5K),2500.0,renault,France
505,641,1 (< 1K),fiat,2001,158824,,hatchback,blauw,benzine,Handgeschakeld,3,,,,,,,47,Euro3,1,0,0,0,0,0,1,1,1,1,1,1,0,0,fiat,blauw,Blue,1 (< 1K),500.0,fiat,Italy
506,642,3 (2K-5K),fiat,2007,194358,150,hatchback,zwart,diesel,Automaat,5,4,1910,1515,10.0,205,5,91,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,zwart,Black,3 (2K-5K),2500.0,fiat,Italy
507,644,5 (10K-15K),peugeot,2014,80112,92,hatchback,wit,diesel,Handgeschakeld,5,4,1560,1055,11.0,185,5,262,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,wit,White,,,peugeot,France
508,647,4 (5K-10K),fiat,2011,126093,86,hatchback,zwart,diesel,Handgeschakeld,5,4,1248,1120,13.0,172,5,262,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,zwart,Black,4 (5K-10K),7500.0,fiat,Italy
509,648,4 (5K-10K),opel,2012,15860,86,hatchback,grijs,benzine,Handgeschakeld,4,4,1229,1063,,,5,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,opel,grijs,Gray,4 (5K-10K),7500.0,opel,Germany
510,649,4 (5K-10K),alfa,2008,132879,79,hatchback,zwart,benzine,Handgeschakeld,3,4,1368,1055,12.3,165,4,42,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alfa,zwart,Black,4 (5K-10K),7500.0,alfa,Italy
511,650,5 (10K-15K),citroen,2015,47000,82,,grijs,benzine,Handgeschakeld,,3,1199,940,12.9,167,5,11,Euro6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,citroen,grijs,Gray,,,citroen,France
512,651,3 (2K-5K),citroen,2006,178207,109,mpv,beige,benzine,Handgeschakeld,5,4,1587,1243,12.6,180,5,76,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,citroen,beige,Beige,3 (2K-5K),2500.0,citroen,France
513,653,3 (2K-5K),opel,2004,175369,90,cabriolet,blauw,benzine,Handgeschakeld,2,4,1364,1135,12.4,180,2,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,opel,blauw,Blue,3 (2K-5K),2500.0,opel,Germany
514,654,2 (1K-2K),seat,2004,236891,63,hatchback,grijs,benzine,Handgeschakeld,3,3,1198,1045,,,,46,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,seat,grijs,Gray,2 (1K-2K),1500.0,seat,Spain
515,655,3 (2K-5K),volvo,2004,467314,165,sedan,zwart,diesel,Automaat,4,5,2401,1525,10.0,210,5,105,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,3 (2K-5K),2500.0,volvo,South Korea
516,657,1 (< 1K),seat,2002,299653,60,hatchback,zwart,diesel,Handgeschakeld,2,4,1716,,,157,4,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,seat,zwart,Black,1 (< 1K),500.0,seat,Spain
517,658,2 (1K-2K),volvo,2003,496738,163,stationwagon,groen,diesel,Handgeschakeld,5,5,2401,1556,9.8,210,5,75,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,groen,Green,2 (1K-2K),1500.0,volvo,South Korea
518,659,2 (1K-2K),volkswagen,1998,206430,75,hatchback,grijs,benzine,Handgeschakeld,4,4,1390,1099,13.5,171,5,60,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,2 (1K-2K),1500.0,volkswagen,Germany
519,660,4 (5K-10K),mini,2006,131880,116,hatchback,rood,benzine,Handgeschakeld,2,4,1598,1050,9.1,200,4,70,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mini,rood,Red,4 (5K-10K),7500.0,mini,United Kingdom
520,661,2 (1K-2K),alfa,2002,228182,140,sedan,blauw,benzine,Handgeschakeld,4,4,1747,1240,,,5,106,Euro3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,alfa,blauw,Blue,2 (1K-2K),1500.0,alfa,Italy
521,662,3 (2K-5K),suzuki,2007,145076,125,hatchback,zwart,benzine,Handgeschakeld,3,4,1586,1005,8.9,200,5,79,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suzuki,zwart,Black,3 (2K-5K),2500.0,suzuki,Japan
522,663,3 (2K-5K),mercedes-benz,2009,383191,82,hatchback,zwart,diesel,Automaat,4,4,1991,1270,,,5,46,Euro4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,mercedes-benz,zwart,Black,3 (2K-5K),2500.0,mercedes-benz,Germany
523,665,3 (2K-5K),renault,2012,131919,75,hatchback,wit,benzine,Handgeschakeld,2,4,1149,839,12.3,170,4,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,renault,wit,White,3 (2K-5K),2500.0,renault,France
524,666,3 (2K-5K),alfa,2003,257569,116,stationwagon,blauw,diesel,Handgeschakeld,5,4,1910,1330,11.0,191,5,64,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alfa,blauw,Blue,3 (2K-5K),2500.0,alfa,Italy
525,667,3 (2K-5K),seat,2010,144085,75,hatchback,grijs,diesel,Handgeschakeld,5,3,1199,1035,13.9,173,5,266,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,grijs,Gray,3 (2K-5K),2500.0,seat,Spain
526,668,4 (5K-10K),mini,2003,103975,163,hatchback,grijs,benzine,Handgeschakeld,3,4,1598,1115,7.4,218,4,106,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mini,grijs,Gray,4 (5K-10K),7500.0,mini,United Kingdom
527,669,5 (10K-15K),chevrolet,2000,185000,191,,bruin,diesel,Automaat,,8,6500,2995,,,,1,,0,1,0,0,0,1,0,0,0,1,1,1,0,1,chevrolet,bruin,Brown,,,chevrolet,United States
528,670,3 (2K-5K),volkswagen,2005,169715,90,hatchback,zwart,benzine,Handgeschakeld,4,4,1390,1176,12.9,174,5,53,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswagen,zwart,Black,3 (2K-5K),2500.0,volkswagen,Germany
529,671,6 (> 15K),bmw,2012,113000,381,,zwart,diesel,Automaat,,6,2993,,,,5,103,,0,1,0,0,0,1,0,0,1,1,1,0,0,1,bmw,zwart,Black,6 (> 15K),,bmw,Germany
530,672,2 (1K-2K),peugeot,2006,296997,68,hatchback,zilver,diesel,Handgeschakeld,5,4,1398,961,13.1,168,,20,Euro4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,peugeot,zilver,Silver,2 (1K-2K),1500.0,peugeot,France
531,674,3 (2K-5K),ford,2007,147498,60,hatchback,blauw,benzine,Handgeschakeld,3,4,1299,862,14.7,154,4,54,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,blauw,Blue,3 (2K-5K),2500.0,ford,United States
532,675,4 (5K-10K),ford,2013,38848,70,mpv,wit,benzine,Handgeschakeld,2,,1242,840,99.9,159,4,19,Euro5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ford,wit,White,4 (5K-10K),7500.0,ford,United States
533,676,3 (2K-5K),renault,2004,148980,135,mpv,zwart,benzine,Handgeschakeld,4,4,1998,,99.9,195,7,1,Euro4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,renault,zwart,Black,3 (2K-5K),2500.0,renault,France
534,677,3 (2K-5K),peugeot,2005,219502,136,sedan,grijs,benzine,Automaat,4,4,1997,1421,11.0,206,5,111,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France
535,678,3 (2K-5K),mini,2004,120000,120,hatchback,zwart,benzine,Handgeschakeld,3,4,1598,1040,10.9,181,4,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mini,zwart,Black,3 (2K-5K),2500.0,mini,United Kingdom
536,680,1 (< 1K),kia,1996,145765,,hatchback,blauw,benzine,Handgeschakeld,3,,,780,99.9,,,1,,1,0,0,0,0,0,1,1,0,0,1,1,0,1,kia,blauw,Blue,1 (< 1K),500.0,kia,South Korea
537,681,3 (2K-5K),toyota,2010,42885,68,hatchback,grijs,benzine,Handgeschakeld,5,3,998,805,14.0,157,4,10,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota,grijs,Gray,3 (2K-5K),2500.0,toyota,Japan
538,683,4 (5K-10K),toyota,2009,92734,69,mpv,grijs,benzine,Handgeschakeld,4,3,998,,,155,5,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,toyota,grijs,Gray,4 (5K-10K),7500.0,toyota,Japan
539,684,1 (< 1K),renault,2002,306355,101,stationwagon,grijs,diesel,,4,4,1870,1325,,,,1,,0,0,0,0,1,0,0,0,0,1,1,1,0,1,renault,grijs,Gray,1 (< 1K),500.0,renault,France
540,685,3 (2K-5K),dodge,2005,242105,193,,groen,lpg,Automaat,,6,2736,1782,,,5,1,,0,1,0,0,0,1,0,0,0,1,1,0,0,1,dodge,groen,Green,3 (2K-5K),2500.0,dodge,United States
541,686,2 (1K-2K),opel,2000,275181,75,hatchback,rood,benzine,Handgeschakeld,5,4,1598,1063,99.9,,5,77,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,opel,rood,Red,2 (1K-2K),1500.0,opel,Germany
542,687,2 (1K-2K),nissan,2005,246284,115,,grijs,benzine,Handgeschakeld,,4,1769,1215,,,,84,,0,1,0,0,0,1,0,0,0,1,1,1,0,1,nissan,grijs,Gray,2 (1K-2K),1500.0,nissan,Japan
543,688,1 (< 1K),peugeot,2007,191859,75,hatchback,geel,lpg g3,Handgeschakeld,5,4,1360,1123,14.5,170,5,54,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,geel,Yellow,1 (< 1K),500.0,peugeot,France
544,689,5 (10K-15K),volkswagen,2010,100747,150,,wit,benzine,Handgeschakeld,,4,1390,1410,9.3,197,5,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,volkswagen,wit,White,,,volkswagen,Germany
545,692,1 (< 1K),volkswagen,2001,192301,116,sedan,zwart,benzine,Handgeschakeld,4,4,1984,1207,11.0,195,5,96,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,1 (< 1K),500.0,volkswagen,Germany
546,693,4 (5K-10K),volvo,2013,205000,115,mpv,zwart,diesel,Handgeschakeld,5,4,1560,1257,,,5,261,Euro5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,volvo,zwart,Black,4 (5K-10K),7500.0,volvo,South Korea
547,694,6 (> 15K),alfa,2015,88522,150,hatchback,zwart,diesel,Handgeschakeld,5,4,1956,1295,9.0,210,5,14,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alfa,zwart,Black,6 (> 15K),,alfa,Italy
548,695,1 (< 1K),kia,2000,93835,63,hatchback,groen,benzine,Handgeschakeld,3,4,1324,768,,,,61,Euro2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,kia,groen,Green,1 (< 1K),500.0,kia,South Korea
549,696,1 (< 1K),volkswagen,2012,65532,75,hatchback,zwart,benzine,Handgeschakeld,3,,999,,8.3,171,4,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,volkswagen,zwart,Black,1 (< 1K),500.0,volkswagen,Germany
550,698,6 (> 15K),volkswagen,2014,52571,140,mpv,zwart,diesel,Automaat,5,4,1968,1703,11.0,191,7,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswagen,zwart,Black,6 (> 15K),,volkswagen,Germany
551,699,2 (1K-2K),volkswagen,2000,235319,75,hatchback,grijs,benzine,Handgeschakeld,2,4,1390,,,,5,1,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,volkswagen,grijs,Gray,2 (1K-2K),1500.0,volkswagen,Germany
552,701,4 (5K-10K),opel,2011,162749,110,stationwagon,grijs,diesel,Handgeschakeld,5,4,1956,1630,13.0,185,5,40,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,4 (5K-10K),7500.0,opel,Germany
553,703,5 (10K-15K),volkswagen,2013,178231,184,stationwagon,grijs,diesel,Handgeschakeld,5,4,1968,1295,7.5,230,5,13,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,,,volkswagen,Germany
554,704,1 (< 1K),renault,1999,216409,58,hatchback,blauw,benzine,Handgeschakeld,3,4,1149,,,,,1,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,renault,blauw,Blue,1 (< 1K),500.0,renault,France
555,706,3 (2K-5K),volkswagen,2005,88488,64,hatchback,zilver,benzine,Handgeschakeld,2,4,1198,830,12.0,165,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswagen,zilver,Silver,3 (2K-5K),2500.0,volkswagen,Germany
556,707,1 (< 1K),renault,2001,223218,75,hatchback,blauw,benzine,Handgeschakeld,2,4,1390,,99.9,,5,1,Euro3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,renault,blauw,Blue,1 (< 1K),500.0,renault,France
557,708,2 (1K-2K),mitsubishi,2001,141003,125,hatchback,beige,benzine,Handgeschakeld,5,,1834,1190,,,,1,Euro2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,mitsubishi,beige,Beige,2 (1K-2K),1500.0,mitsubishi,Japan
558,709,2 (1K-2K),renault,1998,234708,90,hatchback,zwart,benzine,Handgeschakeld,3,4,1598,940,10.6,181,,1,Euro2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,renault,zwart,Black,2 (1K-2K),1500.0,renault,France
559,710,2 (1K-2K),bmw,2002,352474,143,stationwagon,blauw,benzine,Handgeschakeld,5,4,1995,1407,9.6,213,5,83,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,blauw,Blue,2 (1K-2K),1500.0,bmw,Germany
560,713,1 (< 1K),ford,2004,293761,101,hatchback,zwart,diesel,Handgeschakeld,5,4,1753,1180,11.8,186,5,44,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,zwart,Black,1 (< 1K),500.0,ford,United States
561,714,3 (2K-5K),saab,2007,243252,123,stationwagon,grijs,benzine,Handgeschakeld,5,4,1796,1375,11.5,200,5,89,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saab,grijs,Gray,3 (2K-5K),2500.0,saab,Sweden
562,716,3 (2K-5K),renault,2010,169536,75,hatchback,zwart,benzine,Handgeschakeld,5,4,1149,1065,13.0,167,5,43,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,zwart,Black,3 (2K-5K),2500.0,renault,France
563,717,3 (2K-5K),fiat,2008,151675,60,hatchback,rood,benzine,Handgeschakeld,5,4,1242,835,14.0,155,4,33,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,rood,Red,3 (2K-5K),2500.0,fiat,Italy
