,id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label,car_maker,Color Dutch,Color English,class,average price,car_make,country
4119,5165,1 (< 1K),lancia,1999,210000,60,hatchback,blauw,benzine,Handgeschakeld,3,4,1242,835,,,5,62,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,lancia,blauw,Blue,1 (< 1K),500.0,lancia,Italy
4120,5166,6 (> 15K),volvo,2014,136000,215,stationwagon,zwart,,Automaat,5,5,2400,1849,6.0,230,5,242,Euro5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,6 (> 15K),,volvo,South Korea
4121,5168,3 (2K-5K),renault,2007,214923,150,hatchback,grijs,diesel,Handgeschakeld,5,4,1995,1455,10.0,210,5,62,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,grijs,Gray,3 (2K-5K),2500.0,renault,France
4122,5169,2 (1K-2K),mercedes-benz,1999,115822,82,,groen,benzine,Handgeschakeld,5,4,1400,,,,5,1,,0,1,0,0,0,0,0,0,1,1,1,0,0,1,mercedes-benz,groen,Green,2 (1K-2K),1500.0,mercedes-benz,Germany
4123,5170,4 (5K-10K),renault,2013,5873,75,hatchback,rood,benzine,Handgeschakeld,3,4,1149,839,12.3,170,4,9,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,rood,Red,4 (5K-10K),7500.0,renault,France
4124,5171,3 (2K-5K),škoda,2000,140404,68,hatchback,rood,benzine,Handgeschakeld,5,4,1397,1049,16.0,160,5,77,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,skoda,rood,Red,3 (2K-5K),2500.0,skoda,Czech Republic
4125,5172,4 (5K-10K),fiat,2012,20000,68,hatchback,geel,benzine,Handgeschakeld,5,4,1242,835,13.2,162,4,14,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,geel,Yellow,4 (5K-10K),7500.0,fiat,Italy
4126,5173,6 (> 15K),audi,2010,77552,160,cabriolet,grijs,benzine,Automaat,2,4,1798,1620,10.0,210,4,78,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,audi,grijs,Gray,6 (> 15K),,audi,Germany
4127,5174,4 (5K-10K),fiat,1996,235121,131,,zwart,benzine,Handgeschakeld,,4,4,1060,,,,1,,0,1,0,0,0,1,0,0,0,1,1,1,0,1,fiat,zwart,Black,4 (5K-10K),7500.0,fiat,Italy
4128,5177,3 (2K-5K),fiat,2007,166992,65,hatchback,beige,benzine,Handgeschakeld,3,4,1242,990,14.5,155,5,43,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,beige,Beige,3 (2K-5K),2500.0,fiat,Italy
4129,5178,3 (2K-5K),opel,2007,317799,101,stationwagon,grijs,diesel,Handgeschakeld,5,4,1686,1293,13.0,180,5,39,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,3 (2K-5K),2500.0,opel,Germany
4130,5179,4 (5K-10K),kia,2007,165764,141,mpv,zwart,benzine,Handgeschakeld,4,4,1975,,,180,5,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,kia,zwart,Black,4 (5K-10K),7500.0,kia,South Korea
4131,5180,3 (2K-5K),renault,2004,231064,113,mpv,grijs,benzine,Handgeschakeld,5,4,1598,1295,12.5,185,5,76,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,grijs,Gray,3 (2K-5K),2500.0,renault,France
4132,5181,3 (2K-5K),toyota,2006,114285,68,hatchback,grijs,benzine,Handgeschakeld,5,3,998,805,14.2,157,4,13,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota,grijs,Gray,3 (2K-5K),2500.0,toyota,Japan
4133,5183,4 (5K-10K),seat,2012,116602,90,,groen,diesel,Handgeschakeld,,4,1598,1095,12.0,177,5,13,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,seat,groen,Green,4 (5K-10K),7500.0,seat,Spain
4134,5184,5 (10K-15K),renault,2003,27054,241,mpv,beige,benzine,Automaat,4,6,3498,1790,,,7,198,Euro3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,renault,beige,Beige,,,renault,France
4135,5185,4 (5K-10K),peugeot,2010,119479,95,hatchback,grijs,benzine,Handgeschakeld,5,4,1397,1145,11.5,185,5,44,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France
4136,5186,4 (5K-10K),renault,2004,83852,135,hatchback,blauw,benzine,Handgeschakeld,3,4,1998,1205,,,,95,Euro3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,renault,blauw,Blue,4 (5K-10K),7500.0,renault,France
4137,5187,5 (10K-15K),mini,2010,61109,120,cabriolet,blauw,benzine,Handgeschakeld,2,4,1598,1140,9.8,198,4,41,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mini,blauw,Blue,,,mini,United Kingdom
4138,5188,3 (2K-5K),fiat,2013,80669,67,hatchback,wit,benzine,Handgeschakeld,5,2,964,930,15.0,160,4,266,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,wit,White,3 (2K-5K),2500.0,fiat,Italy
4139,5189,3 (2K-5K),renault,2007,221320,135,mpv,grijs,benzine,,,,,,,,,1,,0,0,0,0,1,1,1,1,1,1,1,1,0,1,renault,grijs,Gray,3 (2K-5K),2500.0,renault,France
4140,5190,3 (2K-5K),volkswagen,2004,373883,140,hatchback,grijs,diesel,Handgeschakeld,4,4,1968,,,203,5,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany
4141,5192,3 (2K-5K),renault,2006,105564,75,mpv,grijs,benzine,Handgeschakeld,5,4,1149,,,163,5,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,renault,grijs,Gray,3 (2K-5K),2500.0,renault,France
4142,5193,1 (< 1K),volkswagen,2002,399211,101,hatchback,grijs,diesel,Handgeschakeld,4,4,1896,1223,11.3,188,5,42,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,1 (< 1K),500.0,volkswagen,Germany
4143,5194,2 (1K-2K),ford,2005,446488,90,stationwagon,grijs,diesel,Handgeschakeld,5,4,1560,1286,13.0,177,5,29,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,grijs,Gray,2 (1K-2K),1500.0,ford,United States
4144,5195,3 (2K-5K),mercedes-benz,2001,293598,,sedan,zwart,diesel,Automaat,5,,3222,,,,5,1,,1,0,0,0,0,0,1,0,1,1,1,0,0,1,mercedes-benz,zwart,Black,3 (2K-5K),2500.0,mercedes-benz,Germany
4145,5197,5 (10K-15K),peugeot,2015,93086,120,stationwagon,zwart,diesel,Handgeschakeld,5,4,1560,1275,10.1,194,5,249,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,zwart,Black,,,peugeot,France
4146,5198,2 (1K-2K),daewoo,1999,129634,133,hatchback,goud,benzine,Automaat,5,4,1998,1191,11.0,190,5,153,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,daewoo,goud,Gold,2 (1K-2K),1500.0,daewoo,South Korea
4147,5199,4 (5K-10K),citroën,2013,51997,68,hatchback,zwart,benzine,Handgeschakeld,3,3,998,795,,,4,266,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,citroen,zwart,Black,4 (5K-10K),7500.0,citroen,France
4148,5201,2 (1K-2K),volkswagen,2000,205650,105,hatchback,zwart,benzine,Handgeschakeld,5,4,1598,1107,10.5,192,5,70,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,2 (1K-2K),1500.0,volkswagen,Germany
4149,5202,4 (5K-10K),volvo,2006,162757,125,sedan,grijs,benzine,Handgeschakeld,4,4,1798,1255,,,5,76,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,volvo,grijs,Gray,4 (5K-10K),7500.0,volvo,South Korea
4150,5203,4 (5K-10K),peugeot,2011,118647,111,hatchback,zwart,diesel,Handgeschakeld,5,4,1560,1293,11.0,190,5,13,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,zwart,Black,4 (5K-10K),7500.0,peugeot,France
4151,5204,3 (2K-5K),ford,2005,198804,69,hatchback,zwart,benzine,Handgeschakeld,3,4,1297,1017,15.8,158,,51,Euro3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ford,zwart,Black,3 (2K-5K),2500.0,ford,United States
4152,5205,6 (> 15K),bmw,2006,149675,266,coupe,zwart,benzine,Handgeschakeld,3,6,2996,1295,6.0,250,2,117,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,zwart,Black,6 (> 15K),,bmw,Germany
4153,5206,1 (< 1K),mitsubishi,2004,256234,102,mpv,rood,diesel,Handgeschakeld,5,4,1870,1245,12.0,185,5,50,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mitsubishi,rood,Red,1 (< 1K),500.0,mitsubishi,Japan
4154,5208,4 (5K-10K),ford,2010,78683,60,hatchback,grijs,benzine,Handgeschakeld,3,4,1242,941,16.9,152,5,31,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,grijs,Gray,4 (5K-10K),7500.0,ford,United States
4155,5209,2 (1K-2K),ford,2003,177571,60,hatchback,grijs,benzine,Handgeschakeld,3,4,1299,862,14.7,154,4,44,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,grijs,Gray,2 (1K-2K),1500.0,ford,United States
4156,5211,3 (2K-5K),volkswagen,2003,217485,150,sedan,groen,benzine,Automaat,4,4,1781,1390,10.5,215,5,132,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,groen,Green,3 (2K-5K),2500.0,volkswagen,Germany
4157,5212,3 (2K-5K),toyota,2007,347470,126,hatchback,grijs,diesel,Handgeschakeld,5,4,1998,1380,10.0,195,5,55,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota,grijs,Gray,3 (2K-5K),2500.0,toyota,Japan
4158,5215,3 (2K-5K),kia,2004,231500,140,,rood,diesel,Automaat,5,4,2497,1959,15.5,167,5,127,Euro3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kia,rood,Red,3 (2K-5K),2500.0,kia,South Korea
4159,5216,6 (> 15K),bmw,2013,116000,381,,wit,diesel,Automaat,,6,2993,2125,5.3,250,4,108,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,bmw,wit,White,6 (> 15K),,bmw,Germany
4160,5217,4 (5K-10K),fiat,2013,4300,69,,beige,benzine,Handgeschakeld,,4,1200,860,,,,1,,0,1,0,0,0,1,0,0,0,1,1,1,0,1,fiat,beige,Beige,4 (5K-10K),7500.0,fiat,Italy
4161,5219,4 (5K-10K),renault,2004,83852,135,hatchback,blauw,benzine,Handgeschakeld,3,4,1998,1205,,,,95,Euro3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,renault,blauw,Blue,4 (5K-10K),7500.0,renault,France
4162,5220,4 (5K-10K),peugeot,2011,84398,120,hatchback,zwart,benzine,Handgeschakeld,5,4,1598,1262,10.8,195,5,51,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,zwart,Black,4 (5K-10K),7500.0,peugeot,France
4163,5221,3 (2K-5K),opel,2008,181061,110,mpv,wit,diesel,Handgeschakeld,5,4,1686,1500,,,7,56,Euro4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,opel,wit,White,3 (2K-5K),2500.0,opel,Germany
4164,5222,3 (2K-5K),peugeot,2010,157062,68,hatchback,grijs,benzine,Handgeschakeld,5,3,998,780,13.7,157,4,10,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France
4165,5223,2 (1K-2K),volvo,2005,481658,109,stationwagon,zwart,diesel,Handgeschakeld,4,4,1560,1308,,,5,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,volvo,zwart,Black,2 (1K-2K),1500.0,volvo,South Korea
4166,5224,3 (2K-5K),peugeot,2009,156380,109,mpv,blauw,diesel,Handgeschakeld,4,4,1560,,99.9,,5,29,Euro4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,peugeot,blauw,Blue,3 (2K-5K),2500.0,peugeot,France
4167,5225,3 (2K-5K),bmw,2003,319345,143,cabriolet,grijs,benzine,Automaat,2,4,1995,1515,11.3,206,4,107,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,grijs,Gray,3 (2K-5K),2500.0,bmw,Germany
4168,5226,3 (2K-5K),jaguar,2004,278980,131,sedan,grijs,diesel,Handgeschakeld,4,4,1998,1392,,,,1,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,jaguar,grijs,Gray,3 (2K-5K),2500.0,jaguar,United Kingdom
4169,5227,3 (2K-5K),volkswagen,1999,167610,90,cabriolet,blauw,benzine,Handgeschakeld,2,4,1781,1115,13.1,175,4,96,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,blauw,Blue,3 (2K-5K),2500.0,volkswagen,Germany
4170,5229,6 (> 15K),toyota,2013,77029,101,hatchback,rood,,Automaat,5,4,1798,,,180,5,1,,0,0,0,1,0,0,0,0,1,1,0,0,0,1,toyota,rood,Red,6 (> 15K),,toyota,Japan
4171,5230,5 (10K-15K),volkswagen,2014,55089,105,hatchback,zwart,benzine,Automaat,5,4,1197,,,,,1,Euro5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,volkswagen,zwart,Black,,,volkswagen,Germany
4172,5231,6 (> 15K),bmw,2011,105020,184,,zwart,diesel,Automaat,,4,1995,1700,8.5,210,5,51,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,bmw,zwart,Black,6 (> 15K),,bmw,Germany
4173,5233,3 (2K-5K),kia,2009,109582,109,hatchback,grijs,benzine,Handgeschakeld,3,4,1396,1157,11.6,187,5,41,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kia,grijs,Gray,3 (2K-5K),2500.0,kia,South Korea
4174,5234,1 (< 1K),audi,2008,80405,160,sedan,beige,benzine,Handgeschakeld,4,,1798,1385,8.6,225,5,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,audi,beige,Beige,1 (< 1K),500.0,audi,Germany
4175,5236,6 (> 15K),peugeot,2012,76000,92,rolstoelvervoer,grijs,diesel,Automaat,5,4,1560,1405,16.0,165,5,29,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,6 (> 15K),,peugeot,France
4176,5237,3 (2K-5K),ford,2006,226594,101,hatchback,zwart,benzine,Handgeschakeld,5,4,1596,1149,11.9,180,5,65,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,zwart,Black,3 (2K-5K),2500.0,ford,United States
4177,5238,2 (1K-2K),volkswagen,2003,228600,61,hatchback,zwart,diesel,Automaat,3,3,1191,829,14.5,165,4,255,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,2 (1K-2K),1500.0,volkswagen,Germany
4178,5239,4 (5K-10K),hyundai,2014,49409,67,hatchback,grijs,benzine,Handgeschakeld,5,3,998,908,15.1,155,5,12,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hyundai,grijs,Gray,4 (5K-10K),7500.0,hyundai,South Korea
4179,5240,5 (10K-15K),kia,2015,49061,86,hatchback,zwart,benzine,Handgeschakeld,5,4,1248,1027,13.0,168,5,9,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kia,zwart,Black,,,kia,South Korea
4180,5241,3 (2K-5K),daihatsu,2003,112709,86,stationwagon,grijs,benzine,Handgeschakeld,5,4,1298,,,145,5,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,daihatsu,grijs,Gray,3 (2K-5K),2500.0,daihatsu,Japan
4181,5242,1 (< 1K),ford,1997,140214,60,hatchback,groen,benzine,,,,,,,,,1,,0,0,0,0,1,1,1,1,1,1,1,1,0,1,ford,groen,Green,1 (< 1K),500.0,ford,United States
4182,5243,4 (5K-10K),renault,2010,159995,131,stationwagon,blauw,diesel,Handgeschakeld,5,4,1870,1285,10.0,205,5,39,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,blauw,Blue,4 (5K-10K),7500.0,renault,France
4183,5244,3 (2K-5K),fiat,2007,113211,75,hatchback,zwart,diesel,Handgeschakeld,3,4,1248,1065,99.9,175,5,23,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,zwart,Black,3 (2K-5K),2500.0,fiat,Italy
4184,5247,2 (1K-2K),mitsubishi,2002,214914,82,mpv,zwart,benzine,Handgeschakeld,4,4,1299,,99.9,170,5,1,Euro3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mitsubishi,zwart,Black,2 (1K-2K),1500.0,mitsubishi,Japan
4185,5248,5 (10K-15K),honda,2013,67724,100,hatchback,zwart,benzine,Handgeschakeld,5,4,1339,1156,11.0,187,5,33,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,honda,zwart,Black,,,honda,Japan
4186,5250,4 (5K-10K),bmw,2003,219226,170,sedan,blauw,benzine,Handgeschakeld,4,6,2171,1460,9.0,230,5,123,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,blauw,Blue,4 (5K-10K),7500.0,bmw,Germany
4187,5251,3 (2K-5K),volkswagen,2006,177000,,hatchback,zilver,diesel,Automaat,5,4,1900,,,,5,1,,1,0,0,0,0,0,0,0,1,1,1,0,0,1,volkswagen,zilver,Silver,3 (2K-5K),2500.0,volkswagen,Germany
4188,5252,2 (1K-2K),seat,2003,350269,101,hatchback,grijs,diesel,Handgeschakeld,3,4,1896,1117,10.8,190,5,39,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,grijs,Gray,2 (1K-2K),1500.0,seat,Spain
4189,5253,2 (1K-2K),renault,2001,125190,107,mpv,grijs,benzine,Handgeschakeld,5,4,1598,1225,11.2,185,5,77,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,grijs,Gray,2 (1K-2K),1500.0,renault,France
4190,5254,6 (> 15K),porsche,2002,139125,320,coupe,grijs,benzine,Automaat,2,6,3596,1500,5.5,280,4,195,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,porsche,grijs,Gray,6 (> 15K),,porsche,Germany
4191,5255,2 (1K-2K),volkswagen,2002,250000,150,stationwagon,blauw,diesel,Automaat,5,6,2496,1620,11.0,214,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswagen,blauw,Blue,2 (1K-2K),1500.0,volkswagen,Germany
4192,5256,3 (2K-5K),mazda,2005,185005,105,hatchback,grijs,benzine,Handgeschakeld,5,4,1598,1160,11.7,182,5,76,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mazda,grijs,Gray,3 (2K-5K),2500.0,mazda,Japan
4193,5257,1 (< 1K),volkswagen,2002,239376,170,hatchback,grijs,benzine,Automaat,4,5,2324,1305,8.9,220,5,137,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,1 (< 1K),500.0,volkswagen,Germany
4194,5258,4 (5K-10K),honda,2009,148452,83,hatchback,zwart,benzine,Handgeschakeld,5,4,1339,1140,14.2,171,5,43,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,honda,zwart,Black,4 (5K-10K),7500.0,honda,Japan
4195,5260,2 (1K-2K),seat,2003,281197,105,hatchback,zwart,benzine,Handgeschakeld,5,4,1595,1172,10.9,192,,72,Euro4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,seat,zwart,Black,2 (1K-2K),1500.0,seat,Spain
4196,5261,3 (2K-5K),renault,2006,212355,98,hatchback,blauw,benzine,Handgeschakeld,5,4,1390,1120,11.3,183,5,62,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,blauw,Blue,3 (2K-5K),2500.0,renault,France
4197,5262,2 (1K-2K),renault,2004,276216,135,mpv,blauw,benzine,Handgeschakeld,4,4,1998,1375,,,5,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,renault,blauw,Blue,2 (1K-2K),1500.0,renault,France
4198,5265,3 (2K-5K),peugeot,2004,160618,136,cabriolet,grijs,benzine,Handgeschakeld,2,4,1997,1432,10.3,207,4,98,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France
4199,5266,6 (> 15K),ford,1998,128261,394,,rood,benzine,Handgeschakeld,3,8,4601,,,,,1,,0,1,0,0,0,0,0,0,1,1,1,1,0,1,ford,rood,Red,6 (> 15K),,ford,United States
4200,5267,4 (5K-10K),renault,2010,128421,101,stationwagon,zwart,benzine,Handgeschakeld,5,4,1149,1095,11.2,184,5,41,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,zwart,Black,4 (5K-10K),7500.0,renault,France
4201,5268,3 (2K-5K),škoda,2008,234082,106,stationwagon,blauw,diesel,Handgeschakeld,5,4,1896,1165,11.0,191,5,39,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,blauw,Blue,3 (2K-5K),2500.0,skoda,Czech Republic
4202,5269,2 (1K-2K),hyundai,2001,188500,103,mpv,blauw,benzine,Handgeschakeld,5,4,1599,1223,12.7,170,5,95,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hyundai,blauw,Blue,2 (1K-2K),1500.0,hyundai,South Korea
4203,5271,2 (1K-2K),opel,2002,491741,76,stationwagon,grijs,diesel,Handgeschakeld,5,4,1686,1220,17.0,163,5,36,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,2 (1K-2K),1500.0,opel,Germany
4204,5272,6 (> 15K),citroën,2013,75699,116,mpv,wit,diesel,Handgeschakeld,5,4,1560,1273,11.8,189,5,9,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,citroen,wit,White,6 (> 15K),,citroen,France
4205,5273,4 (5K-10K),mazda,1998,71649,110,cabriolet,beige,benzine,Handgeschakeld,2,4,1597,990,10.6,175,,1,Euro2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,mazda,beige,Beige,4 (5K-10K),7500.0,mazda,Japan
4206,5274,6 (> 15K),mercedes-benz,2009,172176,259,,zwart,diesel,Automaat,,,2987,1970,,,5,1,,0,1,0,0,0,1,1,0,0,1,1,0,0,1,mercedes-benz,zwart,Black,6 (> 15K),,mercedes-benz,Germany
4207,5275,1 (< 1K),mercedes-benz,2003,364042,177,sedan,blauw,diesel,Handgeschakeld,4,5,2685,1565,9.1,230,5,76,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mercedes-benz,blauw,Blue,1 (< 1K),500.0,mercedes-benz,Germany
4208,5276,6 (> 15K),volkswagen,2015,91392,184,hatchback,wit,diesel,Handgeschakeld,5,4,1968,1295,8.0,228,5,13,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,wit,White,6 (> 15K),,volkswagen,Germany
4209,5277,3 (2K-5K),citroën,2007,252240,108,mpv,grijs,diesel,Handgeschakeld,5,4,1560,1505,,,,59,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,citroen,grijs,Gray,3 (2K-5K),2500.0,citroen,France
4210,5278,3 (2K-5K),peugeot,2001,243905,136,cabriolet,grijs,benzine,Handgeschakeld,2,4,1997,,,204,4,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France
4211,5279,2 (1K-2K),opel,1999,179681,101,sedan,blauw,benzine,Handgeschakeld,4,4,1598,1180,99.9,,5,79,Euro2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,opel,blauw,Blue,2 (1K-2K),1500.0,opel,Germany
4212,5280,5 (10K-15K),volkswagen,2013,184259,106,stationwagon,zwart,diesel,Handgeschakeld,5,4,1598,1447,13.0,196,5,15,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,,,volkswagen,Germany
4213,5281,1 (< 1K),volkswagen,1997,188861,75,hatchback,zwart,benzine,Handgeschakeld,2,4,1598,921,12.5,172,,70,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,volkswagen,zwart,Black,1 (< 1K),500.0,volkswagen,Germany
4214,5282,3 (2K-5K),v70,2004,498503,163,stationwagon,zwart,diesel,Handgeschakeld,5,5,2401,1571,9.0,210,5,75,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,3 (2K-5K),2500.0,volvo,South Korea
4215,5283,4 (5K-10K),mercedes-benz,2006,151000,143,sedan,grijs,benzine,Handgeschakeld,4,4,1796,1385,10.0,223,5,94,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mercedes-benz,grijs,Gray,4 (5K-10K),7500.0,mercedes-benz,Germany
4216,5284,4 (5K-10K),renault,2011,169525,131,mpv,zwart,diesel,Handgeschakeld,5,4,1870,1405,11.0,195,5,49,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,zwart,Black,4 (5K-10K),7500.0,renault,France
4217,5285,3 (2K-5K),skoda,2011,182983,75,hatchback,blauw,diesel,Handgeschakeld,5,3,1199,1103,14.2,172,5,256,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,blauw,Blue,3 (2K-5K),2500.0,skoda,Czech Republic
4218,5286,2 (1K-2K),volkswagen,2001,211443,60,hatchback,rood,benzine,Handgeschakeld,5,4,1390,896,14.5,160,5,53,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,rood,Red,2 (1K-2K),1500.0,volkswagen,Germany
4219,5287,3 (2K-5K),chevrolet,2007,132964,94,sedan,rood,benzine,Handgeschakeld,4,4,1399,1068,11.1,176,5,64,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,chevrolet,rood,Red,3 (2K-5K),2500.0,chevrolet,United States
4220,5288,3 (2K-5K),renault,2012,84454,75,hatchback,zwart,benzine,Handgeschakeld,3,4,1149,839,12.3,170,4,9,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,zwart,Black,3 (2K-5K),2500.0,renault,France
4221,5290,3 (2K-5K),alfa,2005,276456,116,hatchback,zwart,diesel,Handgeschakeld,5,4,1910,1265,10.0,191,5,59,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alfa,zwart,Black,3 (2K-5K),2500.0,alfa,Italy
4222,5291,2 (1K-2K),opel,2000,220169,76,hatchback,grijs,benzine,Handgeschakeld,5,4,1598,1063,15.0,170,5,77,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,2 (1K-2K),1500.0,opel,Germany
4223,5293,3 (2K-5K),peugeot,2004,211440,110,cabriolet,paars,benzine,Handgeschakeld,2,4,1587,1413,13.0,191,4,82,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,paars,Violet,3 (2K-5K),2500.0,peugeot,France
